File Path,Duration (seconds)
/mnt/data/user/fan_xiaoran/librilight/small/2196/secret_dreams_0811_af_librivox_64kb_mp3/secretofdreams_3_yackiraizizun_64kb.flac,418.664
/mnt/data/user/fan_xiaoran/librilight/small/2196/secret_dreams_0811_af_librivox_64kb_mp3/secretofdreams_2_yackiraizizun_64kb.flac,1676.173
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_7_jordan_64kb.flac,827.977
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_4_jordan_64kb.flac,683.964
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_2_jordan_64kb.flac,601.992
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_3_jordan_64kb.flac,601.965
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_1_jordan_64kb.flac,549.982
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_5_jordan_64kb.flac,739.996
/mnt/data/user/fan_xiaoran/librilight/small/2196/majesty_calmness_af_librivox_64kb_mp3/majestyofcalmness_6_jordan_64kb.flac,890.958
/mnt/data/user/fan_xiaoran/librilight/small/5192/tristramshandy4_1008_librivox_64kb_mp3/tristramshandy4_08_sterne_64kb.flac,611.468
/mnt/data/user/fan_xiaoran/librilight/small/5192/tristramshandy4_1008_librivox_64kb_mp3/tristramshandy4_09_sterne_64kb.flac,1275.002
/mnt/data/user/fan_xiaoran/librilight/small/1943/shortpoetry_048_librivox_64kb_mp3/gourmetslovesong_wodehouse_ca_64kb.flac,113.058
/mnt/data/user/fan_xiaoran/librilight/small/6127/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_29_saki_64kb.flac,766.981
/mnt/data/user/fan_xiaoran/librilight/small/575/aesop_fables_volume_two_librivox_64kb_mp3/fables_02_17_aesop_64kb.flac,56.842
/mnt/data/user/fan_xiaoran/librilight/small/817/badge_courage_librivox_64kb_mp3/redbadgeofcourage_19_crane_64kb.flac,626.338
/mnt/data/user/fan_xiaoran/librilight/small/2607/seven_poor_travellers_0808_librivox_64kb_mp3/sevenpoortravellers_03_dickens_64kb.flac,436.036
/mnt/data/user/fan_xiaoran/librilight/small/2607/seven_poor_travellers_0808_librivox_64kb_mp3/sevenpoortravellers_02_dickens_64kb.flac,2484.95
/mnt/data/user/fan_xiaoran/librilight/small/2607/seven_poor_travellers_0808_librivox_64kb_mp3/sevenpoortravellers_01_dickens_64kb.flac,1366.125
/mnt/data/user/fan_xiaoran/librilight/small/2607/expedition_humphry_clinker_0908_librivox_64kb_mp3/expeditionofhumphryclinker_30_smollett_64kb.flac,172.319
/mnt/data/user/fan_xiaoran/librilight/small/2607/expedition_humphry_clinker_0908_librivox_64kb_mp3/expeditionofhumphryclinker_04_smollett_64kb.flac,166.76
/mnt/data/user/fan_xiaoran/librilight/small/2607/expedition_humphry_clinker_0908_librivox_64kb_mp3/expeditionofhumphryclinker_19_smollett_64kb.flac,266.512
/mnt/data/user/fan_xiaoran/librilight/small/2607/american_housewife_0911_librivox_64kb_mp3/theamericanhousewife_02_anonymous_64kb.flac,974.442
/mnt/data/user/fan_xiaoran/librilight/small/2607/american_housewife_0911_librivox_64kb_mp3/theamericanhousewife_04_anonymous_64kb.flac,785.153
/mnt/data/user/fan_xiaoran/librilight/small/2607/american_housewife_0911_librivox_64kb_mp3/theamericanhousewife_03_anonymous_64kb.flac,437.969
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_23_marsh_64kb.flac,880.927
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_24_marsh_64kb.flac,570.54
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_27_marsh_64kb.flac,1083.977
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_29_marsh_64kb.flac,1815.824
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_30_marsh_64kb.flac,363.233
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_31_marsh_64kb.flac,745.352
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_26_marsh_64kb.flac,556.408
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_28_marsh_64kb.flac,1663.425
/mnt/data/user/fan_xiaoran/librilight/small/2607/the_beetle_0904_librivox_64kb_mp3/thebeetle_25_marsh_64kb.flac,677.93
/mnt/data/user/fan_xiaoran/librilight/small/2607/ode_bards_of_passion_0905_librivox_64kb_mp3/ode_keats_rg_64kb.flac,137.211
/mnt/data/user/fan_xiaoran/librilight/small/2607/short_poetry_079_0906_librivox_64kb_mp3/adlestrop_thomas_rg_64kb.flac,82.982
/mnt/data/user/fan_xiaoran/librilight/small/2607/short_poetry_079_0906_librivox_64kb_mp3/antexplorer_dennis_rg_64kb.flac,132.022
/mnt/data/user/fan_xiaoran/librilight/small/2607/pantheisticon_0911_librivox_64kb_mp3/pantheisticon_05_toland_64kb.flac,360.507
/mnt/data/user/fan_xiaoran/librilight/small/2607/pantheisticon_0911_librivox_64kb_mp3/pantheisticon_09_toland_64kb.flac,1284.276
/mnt/data/user/fan_xiaoran/librilight/small/2607/pantheisticon_0911_librivox_64kb_mp3/pantheisticon_06_toland_64kb.flac,650.836
/mnt/data/user/fan_xiaoran/librilight/small/2607/pantheisticon_0911_librivox_64kb_mp3/pantheisticon_01_toland_64kb.flac,960.696
/mnt/data/user/fan_xiaoran/librilight/small/2607/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_19_saki_64kb.flac,905.613
/mnt/data/user/fan_xiaoran/librilight/small/2607/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_10_saki_64kb.flac,776.098
/mnt/data/user/fan_xiaoran/librilight/small/2607/woman_as_decoration_0910_librivox_64kb_mp3/womanasdecoration_09_burbank_64kb.flac,477.164
/mnt/data/user/fan_xiaoran/librilight/small/4034/institutes_christian_religion2_1003_librivox_64kb_mp3/institutesofchristianreligion2_18_calvin_64kb.flac,1968.442
/mnt/data/user/fan_xiaoran/librilight/small/4034/institutes_christian_religion2_1003_librivox_64kb_mp3/institutesofchristianreligion2_10_calvin_64kb.flac,2149.372
/mnt/data/user/fan_xiaoran/librilight/small/4034/institutes_christian_religion2_1003_librivox_64kb_mp3/institutesofchristianreligion2_06_calvin_64kb.flac,1971.216
/mnt/data/user/fan_xiaoran/librilight/small/4034/institutes_christian_religion2_1003_librivox_64kb_mp3/institutesofchristianreligion2_07_calvin_64kb.flac,1728.799
/mnt/data/user/fan_xiaoran/librilight/small/7208/autobiography_mill_1203_librivox_64kb_mp3/autobiography_18_mill_64kb.flac,1860.911
/mnt/data/user/fan_xiaoran/librilight/small/7208/autobiography_mill_1203_librivox_64kb_mp3/autobiography_19_mill_64kb.flac,1821.623
/mnt/data/user/fan_xiaoran/librilight/small/3537/evening_star_0901_librivox_64kb_mp3/eveningstar_poe_tad_64kb.flac,72.986
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_04_benet_64kb.flac,184.659
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_14_benet_64kb.flac,533.89
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_10_benet_64kb.flac,205.113
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_07_benet_64kb.flac,194.455
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_02_benet_64kb.flac,1291.415
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_06_benet_64kb.flac,84.218
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_08_benet_64kb.flac,522.579
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_17_benet_64kb.flac,491.546
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_11_benet_64kb.flac,132.806
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_15_benet_64kb.flac,128.522
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_13_benet_64kb.flac,97.776
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_01_benet_64kb.flac,380.525
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_16_benet_64kb.flac,97.907
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_05_benet_64kb.flac,138.788
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_03_benet_64kb.flac,145.658
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_09_benet_64kb.flac,253.701
/mnt/data/user/fan_xiaoran/librilight/small/1743/poems_benet_bn_librivox_64kb_mp3/youngadventure_12_benet_64kb.flac,89.129
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_2_davis_64kb.flac,370.05
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_0_davis_64kb.flac,86.935
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_5_davis_64kb.flac,623.125
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_6_davis_64kb.flac,1090.69
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_8_davis_64kb.flac,934.609
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_4_davis_64kb.flac,639.059
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_1_davis_64kb.flac,281.861
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_3_davis_64kb.flac,552.333
/mnt/data/user/fan_xiaoran/librilight/small/1743/narrative_davis_bn_64kb_mp3/a_narrative_7_davis_64kb.flac,684.303
/mnt/data/user/fan_xiaoran/librilight/small/1743/shortpoetry_044_librivox_64kb_mp3/patterns_lowell_bn_64kb.flac,265.273
/mnt/data/user/fan_xiaoran/librilight/small/1743/shortpoetry_044_librivox_64kb_mp3/two_moods_benshimol_bn_64kb.flac,165.825
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_collection_071_0810_librivox_64kb_mp3/dedication_ridge_sbs_64kb.flac,64.13
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_collection_071_0810_librivox_64kb_mp3/sunup_ridge_sbs_64kb.flac,58.096
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_067_librivox_64kb_mp3/eros_turannos_robinson_sbs_64kb.flac,181.472
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_067_librivox_64kb_mp3/mr_floods_party_robinson_sbs_64kb.flac,252.604
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_collection_073_librivox_64kb_mp3/threequatrains_robinson_sbs_64kb.flac,97.071
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_collection_073_librivox_64kb_mp3/balladeofaship_robinson_sbs_64kb.flac,171.076
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_068_librivox_64kb_mp3/memory_yeats_sbs_64kb.flac,41.978
/mnt/data/user/fan_xiaoran/librilight/small/2757/short_poetry_068_librivox_64kb_mp3/sonnet_129_shakespeare_sbs_64kb.flac,83.618
/mnt/data/user/fan_xiaoran/librilight/small/147/canterburytales_librivox_64kb_mp3/canterburytales_03_chaucer_64kb.flac,2340.702
/mnt/data/user/fan_xiaoran/librilight/small/147/canterburytales_librivox_64kb_mp3/canterburytales_26_chaucer_64kb.flac,1024.078
/mnt/data/user/fan_xiaoran/librilight/small/151/canterburytales_librivox_64kb_mp3/canterburytales_18_chaucer_64kb.flac,1656.581
/mnt/data/user/fan_xiaoran/librilight/small/3638/short_poetry_079_0906_librivox_64kb_mp3/psalm27_kjv_ag_64kb.flac,136.666
/mnt/data/user/fan_xiaoran/librilight/small/4380/herodotus_histories_3_0912_librivox_64kb_mp3/histories3_01_herodotus_64kb.flac,997.848
/mnt/data/user/fan_xiaoran/librilight/small/4380/herodotus_histories_3_0912_librivox_64kb_mp3/histories3_02_herodotus_64kb.flac,1192.511
/mnt/data/user/fan_xiaoran/librilight/small/4398/institutes_christian_religion2_1003_librivox_64kb_mp3/institutesofchristianreligion2_11_calvin_64kb.flac,1343.361
/mnt/data/user/fan_xiaoran/librilight/small/19/turmoil_0908_librivox_64kb_mp3/turmoil_01_tarkington_64kb.flac,540.495
/mnt/data/user/fan_xiaoran/librilight/small/19/turmoil_0908_librivox_64kb_mp3/turmoil_33_tarkington_64kb.flac,1101.502
/mnt/data/user/fan_xiaoran/librilight/small/19/turmoil_0908_librivox_64kb_mp3/turmoil_05_tarkington_64kb.flac,1019.94
/mnt/data/user/fan_xiaoran/librilight/small/19/turmoil_0908_librivox_64kb_mp3/turmoil_03_tarkington_64kb.flac,1095.744
/mnt/data/user/fan_xiaoran/librilight/small/19/shortpoetry_005_librivox_64kb_mp3/hiawatha_carroll_ks_64kb.flac,433.476
/mnt/data/user/fan_xiaoran/librilight/small/19/richard_cory_librivox_64kb_mp3/richard_cory_robinson_ks_64kb.flac,90.958
/mnt/data/user/fan_xiaoran/librilight/small/19/spy_cooper_librivox_64kb_mp3/spy_02_cooper_64kb.flac,1414.504
/mnt/data/user/fan_xiaoran/librilight/small/19/spy_cooper_librivox_64kb_mp3/spy_04_cooper_64kb.flac,2201.861
/mnt/data/user/fan_xiaoran/librilight/small/19/spy_cooper_librivox_64kb_mp3/spy_03_cooper_64kb.flac,1908.218
/mnt/data/user/fan_xiaoran/librilight/small/19/blackfeet_indian_stories_0805_librivox_64kb_mp3/blackfeetindianstories_18_grinnell_64kb.flac,126.824
/mnt/data/user/fan_xiaoran/librilight/small/19/blackfeet_indian_stories_0805_librivox_64kb_mp3/blackfeetindianstories_19_grinnell_64kb.flac,211.696
/mnt/data/user/fan_xiaoran/librilight/small/19/blackfeet_indian_stories_0805_librivox_64kb_mp3/blackfeetindianstories_17_grinnell_64kb.flac,211.748
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_12_baum_64kb.flac,362.814
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_17_baum_64kb.flac,690.442
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_03_baum_64kb.flac,917.603
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_18_baum_64kb.flac,655.725
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_21_baum_64kb.flac,851.226
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_19_baum_64kb.flac,479.399
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_02_baum_64kb.flac,537.756
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_23_baum_64kb.flac,442.984
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_16_baum_64kb.flac,437.969
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_22_baum_64kb.flac,922.436
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_09_baum_64kb.flac,608.0
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_06_baum_64kb.flac,629.028
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_04_baum_64kb.flac,984.868
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_14_baum_64kb.flac,761.417
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_11_baum_64kb.flac,753.345
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_20_baum_64kb.flac,644.806
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_05_baum_64kb.flac,549.642
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_01_baum_64kb.flac,1214.902
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_15_baum_64kb.flac,530.677
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_13_baum_64kb.flac,526.08
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_10_baum_64kb.flac,837.564
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_07_baum_64kb.flac,999.34
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_08_baum_64kb.flac,619.337
/mnt/data/user/fan_xiaoran/librilight/small/19/road_to_oz_64kb_mp3/roadtoOz_24_baum_64kb.flac,1196.12
/mnt/data/user/fan_xiaoran/librilight/small/19/canterburytales_librivox_64kb_mp3/canterburytales_10_chaucer_64kb.flac,1372.996
/mnt/data/user/fan_xiaoran/librilight/small/167/short_story_008_64kb_mp3/in_penal_colony_kafka_py_64kb.flac,3941.564
/mnt/data/user/fan_xiaoran/librilight/small/167/short_story_008_64kb_mp3/watcher_benson_py_64kb.flac,695.275
/mnt/data/user/fan_xiaoran/librilight/small/167/parenticide_librivox_64kb_mp3/parenticide_club_bierce_64kb.flac,2930.207
/mnt/data/user/fan_xiaoran/librilight/small/167/shortpoetry_005_librivox_64kb_mp3/miss_t_delamere_py_64kb.flac,47.909
/mnt/data/user/fan_xiaoran/librilight/small/167/nippon_libriviox_64kb_mp3/nippon_noyes_py_64kb.flac,72.124
/mnt/data/user/fan_xiaoran/librilight/small/167/shortpoetry_003_librivox_64kb_mp3/late_leaves_landor_py_64kb.flac,62.232
/mnt/data/user/fan_xiaoran/librilight/small/167/life_mediaeval_city_py_librivox_64kb_mp3/mediaevalyork_5_benson_64kb.flac,1383.445
/mnt/data/user/fan_xiaoran/librilight/small/167/life_mediaeval_city_py_librivox_64kb_mp3/mediaevalyork_2_benson_64kb.flac,2341.877
/mnt/data/user/fan_xiaoran/librilight/small/167/life_mediaeval_city_py_librivox_64kb_mp3/mediaevalyork_1_benson_64kb.flac,474.906
/mnt/data/user/fan_xiaoran/librilight/small/167/life_mediaeval_city_py_librivox_64kb_mp3/mediaevalyork_6_benson_64kb.flac,1635.187
/mnt/data/user/fan_xiaoran/librilight/small/167/life_mediaeval_city_py_librivox_64kb_mp3/mediaevalyork_3_benson_64kb.flac,1232.405
/mnt/data/user/fan_xiaoran/librilight/small/167/life_mediaeval_city_py_librivox_64kb_mp3/mediaevalyork_4_benson_64kb.flac,1302.622
/mnt/data/user/fan_xiaoran/librilight/small/167/death_be_not_proud_librivox_64kb_mp3/death_be_not_proud_donne_py_64kb.flac,94.04
/mnt/data/user/fan_xiaoran/librilight/small/27/shortpoetry_048_librivox_64kb_mp3/i_hear_an_army_joyce_sdm_64kb.flac,72.829
/mnt/data/user/fan_xiaoran/librilight/small/27/shortpoetry_048_librivox_64kb_mp3/o_captain_whitman_sdm_64kb.flac,112.535
/mnt/data/user/fan_xiaoran/librilight/small/27/shortpoetry_048_librivox_64kb_mp3/aedh_yeats_sdm_64kb.flac,47.177
/mnt/data/user/fan_xiaoran/librilight/small/27/shortpoetry_048_librivox_64kb_mp3/all_day_I_hear_joyce_sdm_64kb.flac,45.975
/mnt/data/user/fan_xiaoran/librilight/small/27/shortpoetry_048_librivox_64kb_mp3/sleep_now_o_sleep_now_joyce_sdm_64kb.flac,47.804
/mnt/data/user/fan_xiaoran/librilight/small/150/book_of_jonah_librivox_64kb_mp3/book_of_jonah_web_64kb.flac,562.86
/mnt/data/user/fan_xiaoran/librilight/small/150/richard_cory_librivox_64kb_mp3/richard_cory_robinson_lf_64kb.flac,86.308
/mnt/data/user/fan_xiaoran/librilight/small/150/death_be_not_proud_librivox_64kb_mp3/death_be_not_proud_donne_lf_64kb.flac,96.757
/mnt/data/user/fan_xiaoran/librilight/small/150/canterburytales_librivox_64kb_mp3/canterburytales_19_chaucer_64kb.flac,906.579
/mnt/data/user/fan_xiaoran/librilight/small/150/canterburytales_librivox_64kb_mp3/canterburytales_16_chaucer_64kb.flac,1021.884
/mnt/data/user/fan_xiaoran/librilight/small/3371/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_296_williams_64kb.flac,79.987
/mnt/data/user/fan_xiaoran/librilight/small/3371/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_364_williams_64kb.flac,67.422
/mnt/data/user/fan_xiaoran/librilight/small/1868/myths_legends_0805_librivox_64kb_mp3/mythsandlegends_14-2_marshall_64kb.flac,1870.158
/mnt/data/user/fan_xiaoran/librilight/small/1868/myths_legends_0805_librivox_64kb_mp3/mythsandlegends_11_marshall_64kb.flac,3068.003
/mnt/data/user/fan_xiaoran/librilight/small/1868/myths_legends_0805_librivox_64kb_mp3/mythsandlegends_14-1_marshall_64kb.flac,2261.08
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_02_saki_64kb.flac,621.401
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_04_saki_64kb.flac,801.463
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_08_saki_64kb.flac,996.101
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_01_saki_64kb.flac,874.423
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_03_saki_64kb.flac,734.485
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_09_saki_64kb.flac,668.108
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_07_saki_64kb.flac,629.107
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_05_saki_64kb.flac,746.266
/mnt/data/user/fan_xiaoran/librilight/small/1868/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_06_saki_64kb.flac,756.036
/mnt/data/user/fan_xiaoran/librilight/small/572/trumpetmajor_0904_librivox_64kb_mp3/trumpetmajor_00_hardy_64kb.flac,254.067
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_09_burroughs_64kb.flac,1886.894
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_16_burroughs_64kb.flac,726.268
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_08_burroughs_64kb.flac,868.56
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_15_burroughs_64kb.flac,1587.821
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_13_burroughs_64kb.flac,1654.137
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_18_burroughs_64kb.flac,1608.799
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_10_burroughs_64kb.flac,1721.568
/mnt/data/user/fan_xiaoran/librilight/small/4078/outlaw_of_torn_1003_librivox_64kb_mp3/outlawoftorn_19_burroughs_64kb.flac,1714.88
